"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",1.78,0,4.52499999999999
2,75,60,67.5,"N",NA,NA,NA
3,60,45,52.5,"N",13.4327,7.46075,19.33
4,45,30,37.5,"N",28.5045,24.9605,32.146
5,30,15,22.5,"N",11.8896,5.475,17.586
6,15,0,7.5,"N",3.1689,0,6.9905
7,0,-15,-7.5,"S",2.0599,0,5
8,-15,-30,-22.5,"S",3.9953,1,9.00274999999998
9,-30,-45,-37.5,"S",4.2849,1,9.45199999999999
10,-45,-60,-52.5,"S",NA,NA,NA
11,-60,-75,-67.5,"S",NA,NA,NA
12,-75,-90,-82.5,"S",4.8875,1.475,8
