"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",NA,NA,NA
2,75,60,67.5,"N",2.26,0,5.52499999999999
3,60,45,52.5,"N",24.0024,18.33225,29.16725
4,45,30,37.5,"N",26.3514,21.5675,30.6205
5,30,15,22.5,"N",20.8613,15.69775,26.40875
6,15,0,7.5,"N",4.6786,1,8.50924999999999
7,0,-15,-7.5,"S",3.7343,1,7.932
8,-15,-30,-22.5,"S",7.4527,3,12.32
9,-30,-45,-37.5,"S",6.463,2.475,12.1315
10,-45,-60,-52.5,"S",1.8399,0,4.52499999999999
11,-60,-75,-67.5,"S",4.1369,1,8.49874999999999
12,-75,-90,-82.5,"S",4.4075,0.475,7.9805
